종목명	시장	접수일자	정지사유	제출인
에코프로 IR	코	2024.04.04	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
아이퀘스트	코	2024.04.04	무상증자	코스닥시장본부
신흥에스이씨	코	2024.04.04	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
세토피아	기	2024.04.04	풍문 또는 보도 관련	코스닥시장본부
LK삼양	코	2024.04.04	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
DH오토웨어	코	2024.04.04	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
프로텍	코	2024.04.03	회계처리 기준위반	코스닥시장본부
신영해피투모로우제7호기업인수목적	기	2024.04.02	SPAC 소멸합병	코스닥시장본부
디에이테크놀로지 IR	코	2024.04.02	풍문 또는 보도 관련	코스닥시장본부
성원에너텍	코	2024.04.01	무상증자	코스닥시장본부
링네트	코	2024.04.01	무상증자	코스닥시장본부
세종메디칼	코	2024.03.29	풍문 또는 보도 관련	코스닥시장본부
플래스크	코	2024.03.28	풍문 또는 보도 관련	코스닥시장본부
선샤인푸드	기	2024.03.26	투자자 보호	코스닥시장본부
이브이파킹서비스	기	2024.03.25		코넥스시장
엔케이젠바이오텍코리아	코	2024.03.25	상장적격성 실질심사 대상 (사유발생)	코스닥시장본부
딥노이드	코	2024.03.25	무상증자	코스닥시장본부
에스앤디	코	2024.03.22	이익소각	코스닥시장본부
테크엔	기	2024.03.21	상장폐지 사유발생	코넥스시장
코맥스	코	2024.03.21	풍문 또는 보도 관련	코스닥시장본부
코다코	기	2024.03.21	풍문 또는 보도 관련	코스닥시장본부
제넨바이오	기	2024.03.21	상장폐지 사유발생	코스닥시장본부
이엘씨	코	2024.03.21	중요한 영업정지	코스닥시장본부
엠에프엠코리아	기	2024.03.21	관리종목지정사유발생	코스닥시장본부
스튜디오미르	코	2024.03.21	무상증자	코스닥시장본부
비유테크놀러지	기	2024.03.21	풍문 또는 보도 관련	코스닥시장본부
에이디칩스	기	2024.03.20	관리종목지정우려	코스닥시장본부
에스티큐브	코	2024.03.20	관리종목지정사유발생	코스닥시장본부
테라사이언스	코	2024.03.19	상장적격성 실질심사 대상 (사유발생)	코스닥시장본부
유비벨록스	코	2024.03.19	무상증자	코스닥시장본부
에스유앤피	기	2024.03.19	풍문 또는 보도 관련	코스닥시장본부
더코디	코	2024.03.19	풍문 또는 보도 관련	코스닥시장본부
프로브잇	기	2024.03.14	파산신청	코스닥시장본부
비트플래닛	코	2024.03.14	자본감소	코스닥시장본부
한솔아이원스	코	2024.03.13	풍문 또는 보도 관련	코스닥시장본부
피씨엘	코	2024.03.13	관리종목지정우려	코스닥시장본부
퓨처코어 IR	기	2024.03.13	풍문 또는 보도 관련	코스닥시장본부
지란지교시큐리티	코	2024.03.13	풍문 또는 보도 관련	코스닥시장본부
오늘이엔엠 IR	코	2024.03.13	자본감소	코스닥시장본부
뉴온	코	2024.03.13	관리종목지정우려	코스닥시장본부
디모아	코	2024.03.12	자본감소	코스닥시장본부
티케이케미칼	코	2024.03.11	중요한 영업정지	코스닥시장본부
아스트	코	2024.03.11	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
베른	기	2024.03.11	지정자문인 선임계약 해지	코넥스시장
디에이테크놀로지 IR	코	2024.03.06	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
에스케이씨에스	기	2024.03.05	주식의 병합, 분할 등 전자등록 변경, 말소	코넥스시장
현대사료	코	2024.02.29	투자자 보호	코스닥시장본부
스마트솔루션즈	기	2024.02.29	투자자보호	코스닥시장본부
세종메디칼	코	2024.02.29	관리종목지정우려	코스닥시장본부
프롬바이오	코	2024.02.28	무상증자	코스닥시장본부
레몬	코	2024.02.27	자본감소	코스닥시장본부
교보11호기업인수목적	기	2024.02.27	SPAC 소멸합병	코스닥시장본부
엔에이치기업인수목적20호	기	2024.02.21	SPAC 합병결정 이후 취소,부인사실 발생	코스닥시장본부
에이치피오	코	2024.02.21	무상증자	코스닥시장본부
마이크로디지탈	코	2024.02.20	불성실공시법인 지정	코스닥시장본부
피노	코	2024.02.19	중요한 영업정지	코스닥시장본부
하이퍼코퍼레이션	코	2024.02.16	영업양수도	코스닥시장본부
비유테크놀러지	기	2024.02.15	관리종목지정우려	코스닥시장본부
엔피엑스	기	2024.02.14	상장적격성 실질심사 대상 (사유발생)	코스닥시장본부
엔피엑스	기	2024.02.14	상장적격성 실질심사 대상(사유대상)	코스닥시장본부
아크솔루션스	기	2024.02.14	관리종목지정우려	코스닥시장본부
아이패밀리에스씨	코	2024.02.14	무상증자	코스닥시장본부
바이오다인	코	2024.02.14	무상증자	코스닥시장본부
동일스틸럭스	코	2024.02.13	관리종목지정우려	코스닥시장본부
가온칩스	코	2024.02.13	단일판매공급계약	코스닥시장본부
하나금융21호기업인수목적	기	2024.02.07	SPAC 합병(예비심사청구대상)	코스닥시장본부
아하	넥	2024.02.07		코넥스시장
연우	기	2024.02.05	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
에스티큐브	코	2024.02.02	관리종목지정우려	코스닥시장본부
휴림로봇	코	2024.01.31	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
한국제11호기업인수목적	기	2024.01.30	SPAC 합병(예비심사청구대상)	코스닥시장본부
틸론	넥	2024.01.30	무상증자	코넥스시장
엑스플러스	코	2024.01.30	무상증자	코스닥시장본부
대신밸런스제16호기업인수목적	기	2024.01.30	SPAC 합병(예비심사청구대상)	코스닥시장본부
비디아이	기	2024.01.25	투자자 보호	코스닥시장본부
휴림에이텍	코	2024.01.24	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
하이로닉	코	2024.01.24	무상증자	코스닥시장본부
파라텍	코	2024.01.24	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
오늘이엔엠 IR	코	2024.01.24	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
골프존클라우드	기	2024.01.24	주식의 병합, 분할 등 전자등록 변경, 말소	코넥스시장
파멥신	기	2024.01.19	상장적격성 실질심사 대상(사유발생)	코스닥시장본부
알에프세미	기	2024.01.19	상장적격성 실질심사 대상 (사유발생)	코스닥시장본부
디모아	코	2024.01.19	자본감소	코스닥시장본부
하나머스트7호기업인수목적	기	2024.01.17	SPAC 소멸합병	코스닥시장본부
하나금융24호기업인수목적	기	2024.01.17	SPAC 합병(예비심사청구대상)	코스닥시장본부
아이비케이에스제19호기업인수목적	기	2024.01.16	SPAC 소멸합병	코스닥시장본부
THE E&M	코	2024.01.16	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
엘에이티	넥	2024.01.10	무상증자	코넥스시장
삼성머스트기업인수목적5호	기	2024.01.10	상장폐지 사유발생	코스닥시장본부
하나금융23호기업인수목적	기	2024.01.09	SPAC 소멸합병	코스닥시장본부
아진산업	코	2024.01.08	상장적격성 실질심사 대상 (사유발생)	코스닥시장본부
지아이이노베이션	코	2024.01.04	무상증자	코스닥시장본부
신원종합개발	코	2024.01.04	풍문 또는 보도 관련	코스닥시장본부
하이제6호기업인수목적	기	2024.01.02	SPAC 소멸합병	코스닥시장본부
제우스	코	2024.01.02	무상증자	코스닥시장본부
네오리진	코	2024.01.02	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
